sample_id,source,company,position,question_no,question_type,question,answer,quality_bucket,manual_label,match_score_0_100,question_requirements,covered_requirements,expected_keywords,mismatch_reason,notes
MATCH030,synthetic_from_direct_labeling_200_style,LG전자,인사,5,learning,지원 분야와 관련된 전문성을 키우기 위해 학습하거나 실습했던 경험을 구체적으로 기술해 주십시오.,"인사 분야의 전문성을 키우기 위해 신입 교육 자료 표준화를 직접 실습 주제로 삼았습니다. 관련 자료를 학습한 뒤 작은 기능부터 구현하고, 결과를 기록하며 부족한 개념을 다시 보완했습니다. 그 결과 오류 건수를 월 15건에서 4건으로 낮췄습니다. 학습을 결과물로 연결한 경험을 바탕으로 LG전자에서도 빠르게 실무 지식을 흡수하겠습니다.",엄청 잘 답변,EXCELLENT,96,전문성 | 학습 과정 | 적용 결과,전문성 | 학습 과정 | 적용 결과,전문성 | 학습 | 실습 | 적용,질문 핵심 조건을 모두 반영하고 직무/회사 연결과 구체적 결과가 있음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH031,synthetic_from_direct_labeling_200_style,롯데월드,전기·전자엔지니어,1,motivation_plan,롯데월드 전기·전자엔지니어 직무에 지원한 동기와 입사 후 어떤 방식으로 기여할 수 있는지 기술해 주십시오.,"저는 전기·전자엔지니어 직무에서 실제 문제를 데이터와 현장 관찰로 연결해 해결하는 점에 끌려 롯데월드에 지원했습니다. 이전에 동아리 예산 관리 자동화를 진행하며 문제 원인을 정리하고, 이해관계자 인터뷰와 로그 분석을 통해 실행 우선순위를 세웠습니다. 이후 제가 맡은 역할은 실행안을 설계하고 주 단위로 결과를 검증하는 것이었으며, 그 과정에서 오류 건수를 월 15건에서 4건으로 낮췄습니다. 입사 후에도 이 경험을 바탕으로 롯데월드의 전기·전자엔지니어 업무에서 고객과 조직에 측정 가능한 기여를 만들겠습니다.",엄청 잘 답변,EXCELLENT,90,지원동기 | 직무 이해 | 입사 후 기여,지원동기 | 직무 이해 | 입사 후 기여,지원 | 직무 | 기여 | 입사 후,질문 핵심 조건을 모두 반영하고 직무/회사 연결과 구체적 결과가 있음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH032,synthetic_from_direct_labeling_200_style,신한은행,영업관리,2,collaboration,다른 사람들과 함께 일하며 팀워크를 발휘했던 경험과 그 과정에서 본인이 맡은 역할을 구체적으로 서술해 주십시오.,"사용자 이탈 원인 분석를 진행할 때 일정 지연으로 팀원 간 역할이 겹치는 문제가 있었습니다. 저는 회의록을 기준으로 업무를 다시 나누고, 매일 10분씩 진행 상황을 공유하는 방식을 제안했습니다. 그 결과 제 역할이었던 자료 정리와 일정 조율이 안정화되었고 오류 건수를 월 15건에서 4건으로 낮췄습니다. 이 경험을 통해 팀워크는 좋은 분위기보다 역할과 책임을 명확히 하는 데서 시작된다는 점을 배웠습니다.",엄청 잘 답변,EXCELLENT,91,협업 상황 | 본인 역할 | 팀 성과,협업 상황 | 본인 역할 | 팀 성과,팀 | 협업 | 역할 | 성과,질문 핵심 조건을 모두 반영하고 직무/회사 연결과 구체적 결과가 있음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH033,synthetic_from_direct_labeling_200_style,카카오페이,마케팅,3,problem_solving,"예상하지 못한 문제를 발견하고 해결했던 경험을 상황, 행동, 결과 중심으로 기술해 주십시오.","고객 상담 FAQ 재정비 과정에서 예상하지 못한 문제를 발견한 상황이 있었습니다. 저는 해결 행동으로 오류 발생 시간, 담당 단계, 입력 데이터를 표로 정리해 병목 지점을 찾았습니다. 이후 체크리스트와 검수 기준을 새로 적용했고, 결과적으로 오류 건수를 월 15건에서 4건으로 낮췄습니다. 문제를 감으로 판단하지 않고 데이터로 좁힌 점이 가장 큰 성과였습니다.",엄청 잘 답변,EXCELLENT,92,문제 상황 | 해결 행동 | 결과,문제 상황 | 해결 행동 | 결과,문제 | 해결 | 행동 | 결과,질문 핵심 조건을 모두 반영하고 직무/회사 연결과 구체적 결과가 있음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH034,synthetic_from_direct_labeling_200_style,CJ올리브네트웍스,시설관리,4,competency,시설관리 직무와 관련된 본인의 강점 또는 역량을 실제 경험을 바탕으로 설명해 주십시오.,"제 강점은 시설관리 직무에 필요한 문제 구조화와 실행력입니다. 스터디 운영 방식 개선에서 저는 요구사항을 기능, 일정, 리스크로 나누어 우선순위를 정했습니다. 그 뒤 핵심 과제부터 실행하고 결과를 매주 검토해 오류 건수를 월 15건에서 4건으로 낮췄습니다. 이 역량은 CJ올리브네트웍스에서도 복잡한 업무를 실행 가능한 단위로 바꾸는 데 활용될 수 있습니다.",엄청 잘 답변,EXCELLENT,91,직무 역량 | 근거 경험 | 활용 가능성,직무 역량 | 근거 경험 | 활용 가능성,강점 | 역량 | 경험 | 직무,질문 핵심 조건을 모두 반영하고 직무/회사 연결과 구체적 결과가 있음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH035,synthetic_from_direct_labeling_200_style,LG전자,품질관리,5,weakness,"본인의 단점 또는 부족했던 점을 쓰고, 이를 보완하기 위해 어떤 노력을 했는지 기술해 주십시오.","제 단점은 중요한 일을 맡으면 초기에 혼자 해결하려는 경향이 있었다는 점입니다. 신입 교육 자료 표준화를 하며 이 방식이 검토 지연으로 이어진다는 것을 깨닫고, 중간 공유 시점을 일정표에 고정했습니다. 이후 팀원 피드백을 먼저 반영하면서 오류 건수를 월 15건에서 4건으로 낮췄습니다. 지금은 완성도보다 빠른 공유와 보완을 우선하는 방식으로 개선하고 있습니다.",엄청 잘 답변,EXCELLENT,92,단점 인식 | 보완 행동 | 변화,단점 인식 | 보완 행동 | 변화,단점 | 부족 | 보완 | 개선,질문 핵심 조건을 모두 반영하고 직무/회사 연결과 구체적 결과가 있음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH036,synthetic_from_direct_labeling_200_style,롯데월드,환경안전,1,growth,본인의 성장과정 또는 가치관이 현재의 진로 선택에 어떤 영향을 주었는지 작성해 주십시오.,"저는 성장과정에서 맡은 일을 끝까지 책임지는 태도를 중요하게 배웠습니다. 그 가치관은 동아리 예산 관리 자동화를 수행할 때도 이어져, 어려운 상황에서도 원인을 기록하고 해결책을 끝까지 검증하게 했습니다. 그 결과 오류 건수를 월 15건에서 4건으로 낮췄습니다. 이 경험은 현재의 진로 선택에 영향을 주었고, 환경안전 직무에서도 책임 있는 실행으로 이어가겠습니다.",엄청 잘 답변,EXCELLENT,98,성장 배경 | 가치관 | 진로 연결,성장 배경 | 가치관 | 진로 연결,성장 | 가치관 | 진로 | 영향,질문 핵심 조건을 모두 반영하고 직무/회사 연결과 구체적 결과가 있음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH037,synthetic_from_direct_labeling_200_style,신한은행,데이터 분석,2,customer,고객 또는 사용자의 불편을 파악하고 개선했던 경험을 구체적인 결과와 함께 설명해 주십시오.,"사용자 이탈 원인 분석 중 고객 또는 사용자가 같은 내용을 반복 문의하는 불편을 발견했습니다. 저는 고객 문제를 파악하기 위해 문의 유형을 분류하고, 가장 많은 질문부터 답변 흐름과 안내 문구를 개선했습니다. 구체적 결과로 오류 건수를 월 15건에서 4건으로 낮췄습니다. 사용자의 불편을 실제 행동 데이터로 확인하고 바꿨다는 점에서 데이터 분석 직무와도 맞닿아 있습니다.",엄청 잘 답변,EXCELLENT,96,고객 문제 | 개선 행동 | 구체적 결과,고객 문제 | 개선 행동 | 구체적 결과,고객 | 사용자 | 개선 | 결과,질문 핵심 조건을 모두 반영하고 직무/회사 연결과 구체적 결과가 있음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH038,synthetic_from_direct_labeling_200_style,카카오페이,서비스 기획,3,challenge,목표 달성을 위해 도전적으로 시도했던 경험과 그 과정에서 배운 점을 기술해 주십시오.,저는 목표 달성을 위해 고객 상담 FAQ 재정비에서 기존 방식보다 높은 기준을 세우고 도전적으로 시도했습니다. 처음에는 반대 의견이 있었지만 작은 범위로 먼저 실험하고 결과를 공유했습니다. 그 결과 오류 건수를 월 15건에서 4건으로 낮췄습니다. 이 과정에서 배운 점은 도전이 무작정 밀어붙이는 것이 아니라 근거와 검증 단계를 함께 설계하는 일이라는 것입니다.,엄청 잘 답변,EXCELLENT,87,목표 | 도전 행동 | 배운 점,목표 | 도전 행동 | 배운 점,목표 | 도전 | 시도 | 배운,질문 핵심 조건을 모두 반영하고 직무/회사 연결과 구체적 결과가 있음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH039,synthetic_from_direct_labeling_200_style,CJ올리브네트웍스,백엔드 개발,4,ethics,원칙을 지키기 위해 어려운 선택을 했던 경험과 그 결과를 서술해 주십시오.,스터디 운영 방식 개선를 맡았을 때 일정 단축을 위해 검수 단계를 생략하자는 의견이 있었습니다. 저는 단기 성과보다 원칙과 신뢰가 중요하다고 판단해 최소 검수 항목을 남기는 대안을 제시했습니다. 그 결과 일정은 유지하면서도 오류 건수를 월 15건에서 4건으로 낮췄습니다. 이 경험을 통해 원칙을 지키는 선택이 장기적으로 조직의 신뢰를 높인다는 것을 배웠습니다.,엄청 잘 답변,EXCELLENT,98,원칙 | 어려운 선택 | 결과,원칙 | 어려운 선택 | 결과,원칙 | 선택 | 결과 | 신뢰,질문 핵심 조건을 모두 반영하고 직무/회사 연결과 구체적 결과가 있음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH040,synthetic_from_direct_labeling_200_style,LG전자,인사,5,learning,지원 분야와 관련된 전문성을 키우기 위해 학습하거나 실습했던 경험을 구체적으로 기술해 주십시오.,"인사 분야의 전문성을 키우기 위해 신입 교육 자료 표준화를 직접 실습 주제로 삼았습니다. 관련 자료를 학습한 뒤 작은 기능부터 구현하고, 결과를 기록하며 부족한 개념을 다시 보완했습니다. 그 결과 오류 건수를 월 15건에서 4건으로 낮췄습니다. 학습을 결과물로 연결한 경험을 바탕으로 LG전자에서도 빠르게 실무 지식을 흡수하겠습니다.",엄청 잘 답변,EXCELLENT,88,전문성 | 학습 과정 | 적용 결과,전문성 | 학습 과정 | 적용 결과,전문성 | 학습 | 실습 | 적용,질문 핵심 조건을 모두 반영하고 직무/회사 연결과 구체적 결과가 있음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH041,synthetic_from_direct_labeling_200_style,롯데월드,전기·전자엔지니어,1,motivation_plan,롯데월드 전기·전자엔지니어 직무에 지원한 동기와 입사 후 어떤 방식으로 기여할 수 있는지 기술해 주십시오.,"저는 전기·전자엔지니어 직무에서 실제 문제를 데이터와 현장 관찰로 연결해 해결하는 점에 끌려 롯데월드에 지원했습니다. 이전에 동아리 예산 관리 자동화를 진행하며 문제 원인을 정리하고, 이해관계자 인터뷰와 로그 분석을 통해 실행 우선순위를 세웠습니다. 이후 제가 맡은 역할은 실행안을 설계하고 주 단위로 결과를 검증하는 것이었으며, 그 과정에서 오류 건수를 월 15건에서 4건으로 낮췄습니다. 입사 후에도 이 경험을 바탕으로 롯데월드의 전기·전자엔지니어 업무에서 고객과 조직에 측정 가능한 기여를 만들겠습니다.",엄청 잘 답변,EXCELLENT,92,지원동기 | 직무 이해 | 입사 후 기여,지원동기 | 직무 이해 | 입사 후 기여,지원 | 직무 | 기여 | 입사 후,질문 핵심 조건을 모두 반영하고 직무/회사 연결과 구체적 결과가 있음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH042,synthetic_from_direct_labeling_200_style,신한은행,영업관리,2,collaboration,다른 사람들과 함께 일하며 팀워크를 발휘했던 경험과 그 과정에서 본인이 맡은 역할을 구체적으로 서술해 주십시오.,"사용자 이탈 원인 분석를 진행할 때 일정 지연으로 팀원 간 역할이 겹치는 문제가 있었습니다. 저는 회의록을 기준으로 업무를 다시 나누고, 매일 10분씩 진행 상황을 공유하는 방식을 제안했습니다. 그 결과 제 역할이었던 자료 정리와 일정 조율이 안정화되었고 오류 건수를 월 15건에서 4건으로 낮췄습니다. 이 경험을 통해 팀워크는 좋은 분위기보다 역할과 책임을 명확히 하는 데서 시작된다는 점을 배웠습니다.",엄청 잘 답변,EXCELLENT,94,협업 상황 | 본인 역할 | 팀 성과,협업 상황 | 본인 역할 | 팀 성과,팀 | 협업 | 역할 | 성과,질문 핵심 조건을 모두 반영하고 직무/회사 연결과 구체적 결과가 있음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH043,synthetic_from_direct_labeling_200_style,카카오페이,마케팅,3,problem_solving,"예상하지 못한 문제를 발견하고 해결했던 경험을 상황, 행동, 결과 중심으로 기술해 주십시오.","고객 상담 FAQ 재정비 과정에서 예상하지 못한 문제를 발견한 상황이 있었습니다. 저는 해결 행동으로 오류 발생 시간, 담당 단계, 입력 데이터를 표로 정리해 병목 지점을 찾았습니다. 이후 체크리스트와 검수 기준을 새로 적용했고, 결과적으로 오류 건수를 월 15건에서 4건으로 낮췄습니다. 문제를 감으로 판단하지 않고 데이터로 좁힌 점이 가장 큰 성과였습니다.",엄청 잘 답변,EXCELLENT,96,문제 상황 | 해결 행동 | 결과,문제 상황 | 해결 행동 | 결과,문제 | 해결 | 행동 | 결과,질문 핵심 조건을 모두 반영하고 직무/회사 연결과 구체적 결과가 있음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
